UID,iso2,iso3,code3,FIPS,Admin2,Province_State,Country_Region,Lat,Long_,Combined_Key,Date,Confirmed,Deaths
84042101,US,USA,840,42101,Philadelphia,Pennsylvania,US,40.00338507,-75.1379271,"Philadelphia, Pennsylvania, US",1/22/2020,0,0
84042101,US,USA,840,42101,Philadelphia,Pennsylvania,US,40.00338507,-75.1379271,"Philadelphia, Pennsylvania, US",1/23/2020,0,0
84042101,US,USA,840,42101,Philadelphia,Pennsylvania,US,40.00338507,-75.1379271,"Philadelphia, Pennsylvania, US",1/24/2020,0,0
84042101,US,USA,840,42101,Philadelphia,Pennsylvania,US,40.00338507,-75.1379271,"Philadelphia, Pennsylvania, US",1/25/2020,0,0
84042101,US,USA,840,42101,Philadelphia,Pennsylvania,US,40.00338507,-75.1379271,"Philadelphia, Pennsylvania, US",1/26/2020,0,0
84042101,US,USA,840,42101,Philadelphia,Pennsylvania,US,40.00338507,-75.1379271,"Philadelphia, Pennsylvania, US",1/27/2020,0,0
84042101,US,USA,840,42101,Philadelphia,Pennsylvania,US,40.00338507,-75.1379271,"Philadelphia, Pennsylvania, US",1/28/2020,0,0
84042101,US,USA,840,42101,Philadelphia,Pennsylvania,US,40.00338507,-75.1379271,"Philadelphia, Pennsylvania, US",1/29/2020,0,0
84042101,US,USA,840,42101,Philadelphia,Pennsylvania,US,40.00338507,-75.1379271,"Philadelphia, Pennsylvania, US",1/30/2020,0,0
84042101,US,USA,840,42101,Philadelphia,Pennsylvania,US,40.00338507,-75.1379271,"Philadelphia, Pennsylvania, US",1/31/2020,0,0
84042101,US,USA,840,42101,Philadelphia,Pennsylvania,US,40.00338507,-75.1379271,"Philadelphia, Pennsylvania, US",2/1/2020,0,0
84042101,US,USA,840,42101,Philadelphia,Pennsylvania,US,40.00338507,-75.1379271,"Philadelphia, Pennsylvania, US",2/2/2020,0,0
84042101,US,USA,840,42101,Philadelphia,Pennsylvania,US,40.00338507,-75.1379271,"Philadelphia, Pennsylvania, US",2/3/2020,0,0
84042101,US,USA,840,42101,Philadelphia,Pennsylvania,US,40.00338507,-75.1379271,"Philadelphia, Pennsylvania, US",2/4/2020,0,0
84042101,US,USA,840,42101,Philadelphia,Pennsylvania,US,40.00338507,-75.1379271,"Philadelphia, Pennsylvania, US",2/5/2020,0,0
84042101,US,USA,840,42101,Philadelphia,Pennsylvania,US,40.00338507,-75.1379271,"Philadelphia, Pennsylvania, US",2/6/2020,0,0
84042101,US,USA,840,42101,Philadelphia,Pennsylvania,US,40.00338507,-75.1379271,"Philadelphia, Pennsylvania, US",2/7/2020,0,0
84042101,US,USA,840,42101,Philadelphia,Pennsylvania,US,40.00338507,-75.1379271,"Philadelphia, Pennsylvania, US",2/8/2020,0,0
84042101,US,USA,840,42101,Philadelphia,Pennsylvania,US,40.00338507,-75.1379271,"Philadelphia, Pennsylvania, US",2/9/2020,0,0
84042101,US,USA,840,42101,Philadelphia,Pennsylvania,US,40.00338507,-75.1379271,"Philadelphia, Pennsylvania, US",2/10/2020,0,0
84042101,US,USA,840,42101,Philadelphia,Pennsylvania,US,40.00338507,-75.1379271,"Philadelphia, Pennsylvania, US",2/11/2020,0,0
84042101,US,USA,840,42101,Philadelphia,Pennsylvania,US,40.00338507,-75.1379271,"Philadelphia, Pennsylvania, US",2/12/2020,0,0
84042101,US,USA,840,42101,Philadelphia,Pennsylvania,US,40.00338507,-75.1379271,"Philadelphia, Pennsylvania, US",2/13/2020,0,0
84042101,US,USA,840,42101,Philadelphia,Pennsylvania,US,40.00338507,-75.1379271,"Philadelphia, Pennsylvania, US",2/14/2020,0,0
84042101,US,USA,840,42101,Philadelphia,Pennsylvania,US,40.00338507,-75.1379271,"Philadelphia, Pennsylvania, US",2/15/2020,0,0
84042101,US,USA,840,42101,Philadelphia,Pennsylvania,US,40.00338507,-75.1379271,"Philadelphia, Pennsylvania, US",2/16/2020,0,0
84042101,US,USA,840,42101,Philadelphia,Pennsylvania,US,40.00338507,-75.1379271,"Philadelphia, Pennsylvania, US",2/17/2020,0,0
84042101,US,USA,840,42101,Philadelphia,Pennsylvania,US,40.00338507,-75.1379271,"Philadelphia, Pennsylvania, US",2/18/2020,0,0
84042101,US,USA,840,42101,Philadelphia,Pennsylvania,US,40.00338507,-75.1379271,"Philadelphia, Pennsylvania, US",2/19/2020,0,0
84042101,US,USA,840,42101,Philadelphia,Pennsylvania,US,40.00338507,-75.1379271,"Philadelphia, Pennsylvania, US",2/20/2020,0,0
84042101,US,USA,840,42101,Philadelphia,Pennsylvania,US,40.00338507,-75.1379271,"Philadelphia, Pennsylvania, US",2/21/2020,0,0
84042101,US,USA,840,42101,Philadelphia,Pennsylvania,US,40.00338507,-75.1379271,"Philadelphia, Pennsylvania, US",2/22/2020,0,0
84042101,US,USA,840,42101,Philadelphia,Pennsylvania,US,40.00338507,-75.1379271,"Philadelphia, Pennsylvania, US",2/23/2020,0,0
84042101,US,USA,840,42101,Philadelphia,Pennsylvania,US,40.00338507,-75.1379271,"Philadelphia, Pennsylvania, US",2/24/2020,0,0
84042101,US,USA,840,42101,Philadelphia,Pennsylvania,US,40.00338507,-75.1379271,"Philadelphia, Pennsylvania, US",2/25/2020,0,0
84042101,US,USA,840,42101,Philadelphia,Pennsylvania,US,40.00338507,-75.1379271,"Philadelphia, Pennsylvania, US",2/26/2020,0,0
84042101,US,USA,840,42101,Philadelphia,Pennsylvania,US,40.00338507,-75.1379271,"Philadelphia, Pennsylvania, US",2/27/2020,0,0
84042101,US,USA,840,42101,Philadelphia,Pennsylvania,US,40.00338507,-75.1379271,"Philadelphia, Pennsylvania, US",2/28/2020,0,0
84042101,US,USA,840,42101,Philadelphia,Pennsylvania,US,40.00338507,-75.1379271,"Philadelphia, Pennsylvania, US",2/29/2020,0,0
84042101,US,USA,840,42101,Philadelphia,Pennsylvania,US,40.00338507,-75.1379271,"Philadelphia, Pennsylvania, US",3/1/2020,0,0
84042101,US,USA,840,42101,Philadelphia,Pennsylvania,US,40.00338507,-75.1379271,"Philadelphia, Pennsylvania, US",3/2/2020,0,0
84042101,US,USA,840,42101,Philadelphia,Pennsylvania,US,40.00338507,-75.1379271,"Philadelphia, Pennsylvania, US",3/3/2020,0,0
84042101,US,USA,840,42101,Philadelphia,Pennsylvania,US,40.00338507,-75.1379271,"Philadelphia, Pennsylvania, US",3/4/2020,0,0
84042101,US,USA,840,42101,Philadelphia,Pennsylvania,US,40.00338507,-75.1379271,"Philadelphia, Pennsylvania, US",3/5/2020,0,0
84042101,US,USA,840,42101,Philadelphia,Pennsylvania,US,40.00338507,-75.1379271,"Philadelphia, Pennsylvania, US",3/6/2020,0,0
84042101,US,USA,840,42101,Philadelphia,Pennsylvania,US,40.00338507,-75.1379271,"Philadelphia, Pennsylvania, US",3/7/2020,0,0
84042101,US,USA,840,42101,Philadelphia,Pennsylvania,US,40.00338507,-75.1379271,"Philadelphia, Pennsylvania, US",3/8/2020,0,0
84042101,US,USA,840,42101,Philadelphia,Pennsylvania,US,40.00338507,-75.1379271,"Philadelphia, Pennsylvania, US",3/9/2020,0,0
84042101,US,USA,840,42101,Philadelphia,Pennsylvania,US,40.00338507,-75.1379271,"Philadelphia, Pennsylvania, US",3/10/2020,1,0
84042101,US,USA,840,42101,Philadelphia,Pennsylvania,US,40.00338507,-75.1379271,"Philadelphia, Pennsylvania, US",3/11/2020,1,0
84042101,US,USA,840,42101,Philadelphia,Pennsylvania,US,40.00338507,-75.1379271,"Philadelphia, Pennsylvania, US",3/12/2020,1,0
84042101,US,USA,840,42101,Philadelphia,Pennsylvania,US,40.00338507,-75.1379271,"Philadelphia, Pennsylvania, US",3/13/2020,3,0
84042101,US,USA,840,42101,Philadelphia,Pennsylvania,US,40.00338507,-75.1379271,"Philadelphia, Pennsylvania, US",3/14/2020,4,0
84042101,US,USA,840,42101,Philadelphia,Pennsylvania,US,40.00338507,-75.1379271,"Philadelphia, Pennsylvania, US",3/15/2020,4,0
84042101,US,USA,840,42101,Philadelphia,Pennsylvania,US,40.00338507,-75.1379271,"Philadelphia, Pennsylvania, US",3/16/2020,10,0
84042101,US,USA,840,42101,Philadelphia,Pennsylvania,US,40.00338507,-75.1379271,"Philadelphia, Pennsylvania, US",3/17/2020,19,0
84042101,US,USA,840,42101,Philadelphia,Pennsylvania,US,40.00338507,-75.1379271,"Philadelphia, Pennsylvania, US",3/18/2020,34,0
84042101,US,USA,840,42101,Philadelphia,Pennsylvania,US,40.00338507,-75.1379271,"Philadelphia, Pennsylvania, US",3/19/2020,44,0
84042101,US,USA,840,42101,Philadelphia,Pennsylvania,US,40.00338507,-75.1379271,"Philadelphia, Pennsylvania, US",3/20/2020,67,0
84042101,US,USA,840,42101,Philadelphia,Pennsylvania,US,40.00338507,-75.1379271,"Philadelphia, Pennsylvania, US",3/21/2020,85,0
84042101,US,USA,840,42101,Philadelphia,Pennsylvania,US,40.00338507,-75.1379271,"Philadelphia, Pennsylvania, US",3/22/2020,96,0
84042101,US,USA,840,42101,Philadelphia,Pennsylvania,US,40.00338507,-75.1379271,"Philadelphia, Pennsylvania, US",3/23/2020,175,0
84042101,US,USA,840,42101,Philadelphia,Pennsylvania,US,40.00338507,-75.1379271,"Philadelphia, Pennsylvania, US",3/24/2020,252,0
84042101,US,USA,840,42101,Philadelphia,Pennsylvania,US,40.00338507,-75.1379271,"Philadelphia, Pennsylvania, US",3/25/2020,342,1
84042101,US,USA,840,42101,Philadelphia,Pennsylvania,US,40.00338507,-75.1379271,"Philadelphia, Pennsylvania, US",3/26/2020,475,1
84042101,US,USA,840,42101,Philadelphia,Pennsylvania,US,40.00338507,-75.1379271,"Philadelphia, Pennsylvania, US",3/27/2020,637,2
84042101,US,USA,840,42101,Philadelphia,Pennsylvania,US,40.00338507,-75.1379271,"Philadelphia, Pennsylvania, US",3/28/2020,803,5
84042101,US,USA,840,42101,Philadelphia,Pennsylvania,US,40.00338507,-75.1379271,"Philadelphia, Pennsylvania, US",3/29/2020,890,8
84042101,US,USA,840,42101,Philadelphia,Pennsylvania,US,40.00338507,-75.1379271,"Philadelphia, Pennsylvania, US",3/30/2020,1072,8
84042101,US,USA,840,42101,Philadelphia,Pennsylvania,US,40.00338507,-75.1379271,"Philadelphia, Pennsylvania, US",3/31/2020,1315,10
84042101,US,USA,840,42101,Philadelphia,Pennsylvania,US,40.00338507,-75.1379271,"Philadelphia, Pennsylvania, US",4/1/2020,1675,10
84042101,US,USA,840,42101,Philadelphia,Pennsylvania,US,40.00338507,-75.1379271,"Philadelphia, Pennsylvania, US",4/2/2020,2100,13
84042101,US,USA,840,42101,Philadelphia,Pennsylvania,US,40.00338507,-75.1379271,"Philadelphia, Pennsylvania, US",4/3/2020,2430,14
84042101,US,USA,840,42101,Philadelphia,Pennsylvania,US,40.00338507,-75.1379271,"Philadelphia, Pennsylvania, US",4/4/2020,3008,24
84042101,US,USA,840,42101,Philadelphia,Pennsylvania,US,40.00338507,-75.1379271,"Philadelphia, Pennsylvania, US",4/5/2020,3189,28
